Id Centro -5	CAP_NOMBRE     Provincia	Total
24425	El Castillo	Granada	1
24426	La Herradura	Granada	1
24427	Gabia la Chica (Las Gabias)	Granada	1
24428	Gabia la Grande (Las Gabias)	Granada	1
24429	Pitres	Granada	1
24430	Melegis (El Valle)	Granada	1
24431	Nueva Jarilla	Cádiz	1
24432	El Portal	Cádiz	1
24433	Lomopardo	Cádiz	1
24434	Chipiona 'Doctor Tolosa Latour'	Cádiz	1
24435	Espera	Cádiz	1
24436	El Gastor	Cádiz	1
24437	Benamahoma	Cádiz	1
24438	Grazalema	Cádiz	1
24439	Cuartillos	Cádiz	1
24440	Estella del Marqués	Cádiz	1
24441	Castellar de la Frontera	Cádiz	1
24442	Conil 'La Atalaya'	Cádiz	1
24443	El Colorado	Cádiz	1
24444	Chiclana-La Banda 'Padre Salado'	Cádiz	1
24445	Chiclana - El Lugar	Cádiz	1
24446	Zahara de los Atunes	Cádiz	1
24447	Los Cortijillos	Cádiz	1
24448	Los Barrios	Cádiz	1
24449	Palmones	Cádiz	1
24450	Benaocaz	Cádiz	1
24451	Bornos	Cádiz	1
24452	Coto de Bornos	Cádiz	1
24453	El Bosque	Cádiz	1
24454	La Laguna	Cádiz	1
24455	La Paz	Cádiz	1
24456	Olivillo	Cádiz	1
24457	Mentidero	Cádiz	1
24458	Puerta de Tierra I	Cádiz	1
24459	Loreto-Puntales	Cádiz	1
24460	La Merced	Cádiz	1
24463	Almoraima	Cádiz	1
24464	Jédula	Cádiz	1
24465	Barbate	Cádiz	1
24466	Alcalá de los Gazules	Cádiz	1
24467	Alcalá del Valle	Cádiz	1
24468	Algar	Cádiz	1
24469	Algeciras-Norte	Cádiz	1
24470	Algeciras-Sur 'Saladillo'	Cádiz	1
24471	La Juliana	Cádiz	1
24472	El Cobre	Cádiz	1
24473	San García	Cádiz	1
24474	Algeciras 'Camilo Menéndez Tolosa'	Cádiz	1
24475	La Bajadilla	Cádiz	1
24476	El Pelayo	Cádiz	1
24477	Algodonales	Cádiz	1
24478	La Muela	Cádiz	1
24479	Arcos de la Frontera	Cádiz	1
24480	El Posito	Cádiz	1
24481	Bujalance 'D. Antonio Fernandez de Molina y Cañas'	Córdoba	1
24482	Almedinilla	Córdoba	1
24483	Almodóvar del Rio	Córdoba	1
24484	Barrio Jarana	Cádiz	1
24485	Puerto Real	Cádiz	1
24486	Rio San Pedro	Cádiz	1
24487	Medina Sidonia	Cádiz	1
24488	Olvera	Cádiz	1
24489	Paterna de Rivera 'Gonzalo Pérez Fabra'	Cádiz	1
24490	Prado del Rey	Cádiz	1
24492	Puerto Santa María-Norte 'Pinillo Chico'	Cádiz	1
24493	Puerto de Santa María Sur	Cádiz	1
24494	San Isidro	Cádiz	1
24495	El Torno	Cádiz	1
24496	Torremelgarejo	Cádiz	1
24497	Torrecera	Cádiz	1
24498	Jimena de la Frontera	Cádiz	1
24499	San Martín del Tesorillo	Cádiz	1
24500	San Pablo de Buceite	Cádiz	1
24501	La Linea-Centro 'La Velada'	Cádiz	1
24502	La Línea Poniente	Cádiz	1
24503	La Línea Levante	Cádiz	1
24504	Gibalbín	Cádiz	1
24505	Guadalcacín	Cádiz	1
24506	Delicias Jerez	Cádiz	1
24507	La Barca	Cádiz	1
24508	La Granja 'Dr. Manuel Blanco'	Cádiz	1
24509	La Serrana	Cádiz	1
24510	San Benito	Cádiz	1
24511	San Telmo	Cádiz	1
24512	Jerez Centro	Cádiz	1
24514	Majarromaque	Cádiz	1
24515	Montealegre	Cádiz	1
24516	Venta del Viso	Almería	1
24517	Benalup	Cádiz	1
24518	Zahara de la Sierra	Cádiz	1
24519	San José del Valle	Cádiz	1
24520	La Mojonera	Almería	1
24521	Vejer de la Frontera 'Virgen de la Oliva'	Cádiz	1
24522	Villaluenga del Rosario	Cádiz	1
24523	Villamartín	Cádiz	1
24524	Bolonia	Cádiz	1
24525	Tahivilla	Cádiz	1
24526	Tarifa	Cádiz	1
24527	Torre Alháquime	Cádiz	1
24528	Trebujena	Cádiz	1
24529	Ubrique	Cádiz	1
24530	San Enrique Guadiaro	Cádiz	1
24531	San Roque	Cádiz	1
24532	Taraguilla	Cádiz	1
24533	Torreguadiaro	Cádiz	1
24534	Setenil	Cádiz	1
24535	Facinas	Cádiz	1
24536	La Dehesilla	Cádiz	1
24537	Sanlúcar-Barrio Alto	Cádiz	1
24538	Sanlúcar-Barrio Bajo	Cádiz	1
24539	Campamento	Cádiz	1
24540	Estación de San Roque	Cádiz	1
24541	Guadiaro	Cádiz	1
24542	Guadarranque	Cádiz	1
24543	Puente Mayorga	Cádiz	1
24544	Puerto Serrano	Cádiz	1
24545	Rota	Cádiz	1
24546	San Fernando Este	Cádiz	1
24547	Dr. Joaquín Pece	Cádiz	1
24548	Rodríguez Arias	Cádiz	1
24549	Algaida	Cádiz	1
24550	Bonanza	Cádiz	1
24551	Tahal	Almería	1
24552	Terque	Almería	1
24553	El Higueral	Almería	1
24554	Tíjola	Almería	1
24555	Benitorafe	Almería	1
24556	Turre	Almería	1
24557	Turrillas	Almería	1
24558	Uleila del Campo	Almería	1
24559	Urrácal	Almería	1
24560	Velefique	Almería	1
24561	Vélez Blanco	Almería	1
24562	Topares	Almería	1
24563	Vélez Rubio	Almería	1
24564	Vera	Almería	1
24565	Viator	Almería	1
24566	Llanos de Vícar	Almería	1
24567	La Gangosa	Almería	1
24568	Puebla de Vícar	Almería	1
24569	Cabañuelas Bajas	Almería	1
24570	Vícar	Almería	1
24571	La Alfoquia	Almería	1
24572	Zurgena	Almería	1
24573	Escúllar	Almería	1
24574	Doña María	Almería	1
24575	Ocaña	Almería	1
24576	Almerimar	Almería	1
24577	Balerma	Almería	1
24578	El Ejido	Almería	1
24579	Santo Domingo	Almería	1
24580	Guardias Viejas	Almería	1
24581	Las Norias	Almería	1
24582	Pampanico	Almería	1
24583	San Agustín	Almería	1
24584	Santa María del Águila	Almería	1
24585	La Fuente	Almería	1
24586	El Pilar de Jaravia	Almería	1
24587	Terreros	Almería	1
24588	Pozo de la Higuera	Almería	1
24589	Campillo de Purchena	Almería	1
24590	Purchena	Almería	1
24591	Rágol	Almería	1
24592	El Marraque	Almería	1
24593	Rioja	Almería	1
24594	Aguadulce	Almería	1
24595	Aguadulce Sur	Almería	1
24596	Cortijos Marín	Almería	1
24597	Las Marinas	Almería	1
24598	El Parador	Almería	1
24599	Roquetas	Almería	1
24600	Santa Cruz	Almería	1
24601	Santa Fe de Mondújar	Almería	1
24602	Senés	Almería	1
24603	Serón	Almería	1
24604	Sierro	Almería	1
24605	Somontín	Almería	1
24606	Cariatiz (Los Alias)	Almería	1
24607	La Mela	Almería	1
24608	Gafarillos	Almería	1
24609	La Huelga	Almería	1
24610	Sorbas	Almería	1
24611	Suflí	Almería	1
24612	Tabernas	Almería	1
24613	Taberno	Almería	1
24614	Fernán Pérez	Almería	1
24615	Hortichuelas	Almería	1
24616	Campohermoso	Almería	1
24617	Las Negras	Almería	1
24618	Los Nietos	Almería	1
24619	Níjar	Almería	1
24620	Pozo de los Frailes	Almería	1
24621	Pueblo Blanco	Almería	1
24622	Rodalquilar	Almería	1
24623	San Isidro	Almería	1
24624	San José	Almería	1
24625	El Viso	Almería	1
24626	Ohanes	Almería	1
24627	Olula de Castro	Almería	1
24628	Olula del Rio	Almería	1
24629	Oria	Almería	1
24630	Padules	Almería	1
24631	Partaloa	Almería	1
24632	Paterna del Rio	Almería	1
24633	Pechina	Almería	1
24634	Los Baños de Sierra Alhamilla	Almería	1
24635	El Convoy	Almería	1
24636	Pulpí	Almería	1
24637	San Francisco	Almería	1
24638	Santa María de Nieva	Almería	1
24639	Úrcal	Almería	1
24640	Illar	Almería	1
24641	Instinción	Almería	1
24642	Laroya	Almería	1
24643	Láujar de Andarax	Almería	1
24644	Líjar	Almería	1
24645	Lubrín	Almería	1
24646	Lucainena de las Torres	Almería	1
24647	Polopos	Almería	1
24648	Cela	Almería	1
24649	Lúcar	Almería	1
24650	Macael	Almería	1
24651	María	Almería	1
24652	Mojácar Pueblo	Almería	1
24653	Nacimiento	Almería	1
24654	Agua Amarga	Almería	1
24655	Albaricoques	Almería	1
24656	Atochares	Almería	1
24657	Barranquete	Almería	1
24658	Cuevas de Almanzora	Almería	1
24659	Guazamara	Almería	1
24660	El Largo	Almería	1
24661	Los Lobos	Almería	1
24662	Palomares	Almería	1
24663	Villaricos	Almería	1
24664	Chercos	Almería	1
24665	Contador	Almería	1
24666	Chirivel	Almería	1
24667	Dalías	Almería	1
24668	Enix	Almería	1
24669	Felix	Almería	1
24670	Fines	Almería	1
24671	Fiñana	Almería	1
24672	Benecid	Almería	1
24673	Fondón	Almería	1
24674	Fuente Victoria	Almería	1
24675	Gádor	Almería	1
24676	Los Gallardos	Almería	1
24677	Garrucha	Almería	1
24678	Alcubillas	Almería	1
24679	Aulago	Almería	1
24680	Gérgal	Almería	1
24681	Huécija	Almería	1
24682	Huércal de Almería	Almería	1
24683	El Potro	Almería	1
24684	Huércal-Overa	Almería	1
24685	Overa	Almería	1
24686	Bacares	Almería	1
24687	Bayárcal	Almería	1
24688	Bayarque	Almería	1
24689	Castaño del Robledo	Huelva	1
24691	Monteblanco	Huelva	1
24692	Jerez del Marquesado	Granada	1
24693	Mirasierra	Granada	1
24694	Doctor Federico Rubio	Cádiz	1
24695	Bédar	Almería	1
24696	Beires	Almería	1
24697	Benahadux	Almería	1
24698	El Chuche	Almería	1
24699	Benitagla	Almería	1
24700	Benizalón	Almería	1
24701	Fuente de la Higuera	Almería	1
24702	Bentarique	Almería	1
24703	Balanegra	Almería	1
24704	Berja	Almería	1
24705	Canjáyar	Almería	1
24706	Almanzora	Almería	1
24707	Cantoria	Almería	1
24708	Argamasón	Almería	1
24709	Carboneras 'El Lometico'	Almería	1
24710	Cueva del Pájaro	Almería	1
24711	Los Llanos de Don Antonio	Almería	1
24712	El Saltador	Almería	1
24713	Castro Filabres	Almería	1
24714	Armuña de Almanzora	Almería	1
24715	Cóbdar	Almería	1
24716	La Alquería	Almería	1
24717	Abla	Almería	1
24718	Abrucena	Almería	1
24719	Alboloduy	Almería	1
24720	Albox	Almería	1
24721	Las Pocicas	Almería	1
24722	Alcolea	Almería	1
24723	Alcóntar	Almería	1
24724	El Hijate	Almería	1
24725	Alcudia de Monteagud	Almería	1
24726	Alhabia	Almería	1
24727	Alhama de Almería	Almería	1
24728	Alicún	Almería	1
24729	Almería Centro	Almería	1
24730	Oliveros	Almería	1
24731	Los Molinos	Almería	1
24732	Retamar	Almería	1
24733	El Palmeral	Almería	1
24734	Ciudad Jardín	Almería	1
24735	Cruz de Caravaca	Almería	1
24736	Plaza de Toros	Almería	1
24737	Virgen del Mar-Los Molinos	Almería	1
24738	Puche	Almería	1
24739	Nueva Andalucía	Almería	1
24742	Centro de Almería	Almería	1
24743	Alcazaba	Almería	1
24744	El Alquián	Almería	1
24745	Cabo de Gata	Almería	1
24746	La Cañada	Almería	1
24747	Cuevas de los Medinas	Almería	1
24748	Llanos de la Cañada	Almería	1
24749	Pujaire	Almería	1
24750	Ruescas	Almería	1
24751	Almócita	Almería	1
24752	Alsodux	Almería	1
24753	Aljariz	Almería	1
24754	Antas	Almería	1
24755	Arboleas	Almería	1
24756	Adra	Almería	1
24757	Bellavista	Huelva	1
24758	El Almendro	Huelva	1
24759	Almonaster la Real	Huelva	1
24760	Minas de Concepción	Huelva	1
24761	Cueva de la Mora	Huelva	1
24762	Alájar	Huelva	1
24763	Escacena del Campo	Huelva	1
24764	Fuenteheridos	Huelva	1
24765	Galaroza	Huelva	1
24766	Gibraleón	Huelva	1
24767	La Granada de Riotinto	Huelva	1
24768	El Granado	Huelva	1
24769	Chucena	Huelva	1
24770	Corteconcepción	Huelva	1
24771	Encinasola	Huelva	1
24772	Cortegana	Huelva	1
24773	San Telmo	Huelva	1
24774	Valdelamusa	Huelva	1
24775	Cortelazor	Huelva	1
24776	Cumbres de Enmedio	Huelva	1
24777	Cumbres de San Bartolomé	Huelva	1
24778	Cumbres Mayores	Huelva	1
24779	El Cerro del Andévalo	Huelva	1
24780	Calañas	Huelva	1
24781	El Perrunal	Huelva	1
24782	Montes de San Benito	Huelva	1
24783	La Zarza	Huelva	1
24784	Sotiel Coronada	Huelva	1
24785	El Campillo	Huelva	1
24786	Traslasierra	Huelva	1
24787	Campofrío	Huelva	1
24788	Cañaveral de León	Huelva	1
24789	Cartaya	Huelva	1
24790	El Rompido	Huelva	1
24791	Puente del Rio	Almería	1
24792	Albánchez	Almería	1
24793	La Curva	Almería	1
24794	Corrales	Huelva	1
24795	Restábal (El Valle)	Granada	1
24796	Saleres (El Valle)	Granada	1
24797	Laroles	Granada	1
24798	Mairena	Granada	1
24799	Picena	Granada	1
24800	Mecina Bombarón	Granada	1
24801	Yegen	Granada	1
24802	Zújar	Granada	1
24803	Ferreirola	Granada	1
24804	Mecina Fondales	Granada	1
24805	Ventas de Huelma	Granada	1
24806	Villanueva de las Torres	Granada	1
24807	Villanueva Mesía	Granada	1
24808	Víznar	Granada	1
24809	El Almendral	Granada	1
24810	Zafarraya	Granada	1
24811	La Zubia	Granada	1
24812	Acula	Granada	1
24813	Turón	Granada	1
24814	Cherín	Granada	1
24815	Jorairatar	Granada	1
24816	Ugíjar	Granada	1
24817	Mecina Alfahar	Granada	1
24818	Nechite	Granada	1
24819	Válor	Granada	1
24820	Vélez-Benaudalla	Granada	1
24821	Torvizcón	Granada	1
24822	Trevélez	Granada	1
24823	Salobreña	Granada	1
24824	Santa Cruz del Comercio	Granada	1
24825	Valenzuela	Granada	1
24826	El Jau	Granada	1
24827	Pedro Ruiz	Granada	1
24828	Santa Fe	Granada	1
24829	Soportújar	Granada	1
24830	Alfornón	Granada	1
24831	Sorvilán	Granada	1
24832	Torre-Cardela	Granada	1
24833	Rubite	Granada	1
24834	Salar	Granada	1
24835	La Caleta	Granada	1
24836	Lobres	Granada	1
24837	Bejarín	Granada	1
24838	Purullena	Granada	1
24839	Quéntar	Granada	1
24840	Tocón (Quéntar)	Granada	1
24841	Alhama de Granada	Granada	1
24842	La Rábita	Granada	1
24843	Albuñuelas	Granada	1
24844	Aldeire	Granada	1
24845	Alfacar	Granada	1
24846	Algarinejo	Granada	1
24847	La Viña	Granada	1
24848	Fuentes de Cesna	Granada	1
24849	Los Castillas	Granada	1
24850	El Pozuelo	Granada	1
24851	El Chaparral	Granada	1
24852	Albondón	Granada	1
24853	Albuñán	Granada	1
24854	Albuñol	Granada	1
24855	Agrón	Granada	1
24856	Alamedilla	Granada	1
24857	Albolote	Granada	1
24858	Cazalilla	Jaén	1
24859	Cazorla	Jaén	1
24860	Cabra de Santo Cristo	Jaén	1
24861	Arbuniel	Jaén	1
24862	Cambil 'Don Eufrasio Martínez Galiano'	Jaén	1
24863	Campillo de Arenas	Jaén	1
24864	Canena	Jaén	1
24865	Carboneros	Jaén	1
24866	La Carolina 'Purísima Concepción'	Jaén	1
24867	Baños de la Encina	Jaén	1
24868	Arroyo del Ojanco	Jaén	1
24869	Beas de Segura 'Virgen de la Paz'	Jaén	1
24870	Cañada Catena	Jaén	1
24871	Cuevas de Ambrosio	Jaén	1
24872	Begíjar	Jaén	1
24873	Bélmez de la Moraleda	Jaén	1
24874	Benatae	Jaén	1
24875	Arjonilla	Jaén	1
24876	Arquillos	Jaén	1
24877	Porrosillo	Jaén	1
24878	Baeza	Jaén	1
24879	Puente del Obispo	Jaén	1
24880	La Yedra	Jaén	1
24881	Bailén	Jaén	1
24882	Valdés	Málaga	1
24883	Mollina	Málaga	1
24884	Monda	Málaga	1
24885	Montejaque	Málaga	1
24886	Maro	Málaga	1
24887	Nerja	Málaga	1
24888	Ojén	Málaga	1
24889	Parauta	Málaga	1
24890	La Campana (Nueva Andalucía)	Málaga	1
24891	San Pedro de Alcántara	Málaga	1
24892	Las Lagunas	Málaga	1
24893	Mijas Pueblo	Málaga	1
24894	La Cala	Málaga	1
24895	Churriana	Málaga	1
24896	Limonar	Málaga	1
24897	Carranque	Málaga	1
24898	Portada Alta	Málaga	1
24899	Puerta Blanca	Málaga	1
24900	Puerto de la Torre	Málaga	1
24901	San Andrés-Torcal	Málaga	1
24902	Perchel	Málaga	1
24903	Miraflores de los Ángeles	Málaga	1
24904	Tiro de Pichón	Málaga	1
24905	La Luz (Los Girasoles)	Málaga	1
24906	Cruz de Humilladero	Málaga	1
24907	Huelin	Málaga	1
24908	Nueva Málaga	Málaga	1
24910	Capuchinos	Málaga	1
24911	Trinidad 'Jesús Cautivo'	Málaga	1
24912	Palma-Palmilla	Málaga	1
24913	Victoria	Málaga	1
24914	Ciudad Jardín (Guadalmedina)	Málaga	1
24915	Delicias Málaga	Málaga	1
24916	El Palo	Málaga	1
24917	Olías	Málaga	1
24918	Manilva	Málaga	1
24919	San Luis de Sabinillas	Málaga	1
24920	Leganitos	Málaga	1
24921	Las Albarizas	Málaga	1
24922	Las Chapas	Málaga	1
24923	Alhaurín el Grande 'Dr. Francisco Burgos Casero'	Málaga	1
24924	Alfarnate	Málaga	1
24925	Alfarnatejo	Málaga	1
24926	Algarrobo	Málaga	1
24927	Algarrobo Costa	Málaga	1
24928	Algatocín	Málaga	1
24929	Alhaurín de la Torre. Don José Molina Díaz	Málaga	1
24930	Alameda	Málaga	1
24931	Alcaucín	Málaga	1
24932	Villanueva del Trabuco	Málaga	1
24933	Villanueva de Tapia	Málaga	1
24934	Los Romanes	Málaga	1
24935	Viñuela	Málaga	1
24936	Yunquera	Málaga	1
24937	La Carihuela	Málaga	1
24938	San Miguel	Málaga	1
24939	Chilches	Málaga	1
24940	Torre del Mar	Málaga	1
24941	Triana	Málaga	1
24942	Vélez-Málaga Norte	Málaga	1
24943	Vélez-Málaga Sur	Málaga	1
24944	Villanueva de Algaidas	Málaga	1
24945	Villanueva del Rosario	Málaga	1
24946	El Morche	Málaga	1
24947	Totalán	Málaga	1
24948	Valle de Abdalajís	Málaga	1
24949	Almayate Alto	Málaga	1
24950	Benajarafe	Málaga	1
24951	Cajiz	Málaga	1
24952	Caleta de Vélez	Málaga	1
24953	Corumbela	Málaga	1
24954	Sayalonga	Málaga	1
24955	Sedella	Málaga	1
24956	Navahermosa	Málaga	1
24957	Sierra de Yeguas	Málaga	1
24958	Teba	Málaga	1
24959	Tolox	Málaga	1
24960	Torrox	Málaga	1
24961	Pújerra	Málaga	1
24962	Benagalbón	Málaga	1
24963	Cala del Moral	Málaga	1
24964	Rincón de la Victoria	Málaga	1
24965	Riogordo	Málaga	1
24966	Ronda-Norte	Málaga	1
24967	Ronda-Sur 'Santa Bárbara'	Málaga	1
24968	Montecorto	Málaga	1
24969	Serrato	Málaga	1
24970	Salares	Málaga	1
24971	Alcolea del Rio	Sevilla	1
24972	La Algaba	Sevilla	1
24973	Las Navas	Sevilla	1
24974	Olivares	Sevilla	1
24975	Osuna	Sevilla	1
24976	Puerto de la Encina	Sevilla	1
24977	Maribáñez	Sevilla	1
24978	Los Palacios 'Ntra. Sra. de las Nieves'	Sevilla	1
24979	El Trobal	Sevilla	1
24980	Palomares	Sevilla	1
24981	Villaverde del Rio	Sevilla	1
24982	El Viso del Alcor	Sevilla	1
24983	Cañada del Rosal	Sevilla	1
24984	Isla Mayor	Sevilla	1
24985	El Cuervo	Sevilla	1
24986	Valencina de la Concepción 'Practicante José Salas'	Sevilla	1
24987	Villamanrique de la Condesa	Sevilla	1
24988	Villanueva del Ariscal	Sevilla	1
24989	Villanueva del Rio	Sevilla	1
24990	Villanueva del Rio Y Minas	Sevilla	1
24991	Villanueva de San Juan	Sevilla	1
24992	El Palmar de Troya	Sevilla	1
24993	Pinzón	Sevilla	1
24994	El Torbiscal	Sevilla	1
24995	Trajano	Sevilla	1
24996	Utrera-Norte 'Príncipe de Asturias'	Sevilla	1
24997	Utrera-Sur	Sevilla	1
24998	Cerro del Hierro	Sevilla	1
24999	San Nicolás del Puerto	Sevilla	1
25000	Santiponce	Sevilla	1
25001	El Saucejo	Sevilla	1
25002	Bellavista	Sevilla	1
25003	La Candelaria	Sevilla	1
25004	Virgen de África	Sevilla	1
25006	Las Letanías 'Dra. Inmaculada Vieira'	Sevilla	1
25007	Alcosa 'Mercedes Navarro'	Sevilla	1
25008	María Fuensanta Pérez Quirós	Sevilla	1
25009	Cerro del Águila	Sevilla	1
25010	El Cachorro	Sevilla	1
25011	Mallén	Sevilla	1
25012	La Plata	Sevilla	1
25013	Puerta Este 'Dr. Pedro Vallina'	Sevilla	1
25014	Polígono Norte	Sevilla	1
25015	Polígono Sur	Sevilla	1
25016	Pino Montano A	Sevilla	1
25017	Los Bermejales	Sevilla	1
25018	Pino Montano B	Sevilla	1
25019	Pumarejo	Sevilla	1
25020	San Jerónimo	Sevilla	1
25021	El Juncal	Sevilla	1
25022	El Porvenir	Sevilla	1
25023	Marqués de Paradas	Sevilla	1
25024	El Greco	Sevilla	1
25025	Huerta Bachillera	Sevilla	1
25026	Huerta del Rey	Sevilla	1
25028	Esperanza Macarena	Sevilla	1
25030	Torreblanca	Sevilla	1
25032	Amante Laffón	Sevilla	1
25033	Amate	Sevilla	1
25034	San Pablo	Sevilla	1
25035	Palmete	Sevilla	1
25036	Valdezorras	Sevilla	1
25037	Los Rosales	Sevilla	1
25038	Tocina	Sevilla	1
25039	Tomares	Sevilla	1
25040	Umbrete	Sevilla	1
25041	Guadalema de los Quinteros	Sevilla	1
25042	El Ronquillo	Sevilla	1
25043	El Rubio	Sevilla	1
25044	Salteras	Sevilla	1
25045	Nuestra Señora de la Paz	Sevilla	1
25046	Sanlúcar la Mayor	Sevilla	1
25047	La Rinconada	Sevilla	1
25048	San José de la Rinconada-Los Carteros	Sevilla	1
25049	La Roda de Andalucía	Sevilla	1
25050	Paradas	Sevilla	1
25051	Pedrera	Sevilla	1
25052	El Pedroso	Sevilla	1
25053	Peñaflor	Sevilla	1
25054	Pilas	Sevilla	1
25055	Pruna	Sevilla	1
25056	La Puebla de Cazalla	Sevilla	1
25057	Puebla de los Infantes	Sevilla	1
25058	Puebla del Rio	Sevilla	1
25059	Real de la Jara	Sevilla	1
25227	Marchena	Jaén	1
25230	Madre de Dios	Cádiz	1
25236	Sta. Mª de Trassierra	Córdoba	1
25237	Gonzalo de Bilbao	Sevilla	1
25239	Poblado de San Julián	Jaén	1
25240	Roquetas Sur	Almería	1
25241	El Ejido Sur	Almería	1
25242	El Rancho	Sevilla	1
25248	Llano del Espino	Almería	1
25249	Llano de los Olleres	Almería	1
25250	Rambla de Oria	Almería	1
25251	Darrícal	Almería	1
25252	El Chive	Almería	1
25253	Hirmes	Almería	1
25254	El Marchal	Almería	1
25255	La Isleta del Moro	Almería	1
25256	El Pocico	Almería	1
25257	Rambla Aljibe	Almería	1
25258	Mojácar Playa	Almería	1
25259	La Cañada de Cañepla	Almería	1
25260	La Fuensanta	Almería	1
25261	Rambla Honda	Almería	1
25262	El Pilar	Almería	1
25263	El Saetí	Almería	1
25264	Poblado Doña Blanca	Cádiz	1
25265	El Villar	Córdoba	1
25266	Hinojosa del Duque	Córdoba	1
25267	Las Juntas	Granada	1
25268	Las Viñas	Granada	1
25269	Torrecuevas	Granada	1
25270	La Peza	Granada	1
25271	La Huertezuela	Granada	1
25273	Trujala	Jaén	1
25277	San Amador	Jaén	1
25329	Valdelagrana	Cádiz	1
25330	Casa del Mar	Cádiz	1
25340	Cantarranas	Cádiz	1
25341	El Palmar	Cádiz	1
25342	S. José de Malcocinado-Los Badalejos	Cádiz	1
25347	La Ribera	Huelva	1
25348	Barriada de Santiago (Baza)	Granada	1
25349	La Fernandina	Jaén	1
25350	Venta del Pobre	Almería	1
25351	Alquife	Granada	1
25352	Isla Chica	Huelva	1
25353	Ribera Alta	Jaén	1
25354	Belén	Jaén	1
25355	La Campana	Sevilla	1
25356	Chite	Granada	1
25357	Murchas	Granada	1
25358	Ronda Histórica	Sevilla	1
25359	Poblado Alfonso	Sevilla	1
25360	Venta del Charco	Córdoba	1
25361	Alto la Mesa	Huelva	1
25362	Los Olivos	Granada	1
25363	Poniente	Córdoba	1
25389	La Ina	Cádiz	1
25390	Mesas de Asta	Cádiz	1
25391	Los Montecillos	Sevilla	1
25392	Las Portadas	Sevilla	1
25393	Sierra Elvira	Granada	1
25394	Los Olivos	Granada	1
25397	Collejares	Jaén	1
25398	Varadero-Santa Adela	Granada	1
25399	Casa del Mar Almería	Almería	1
25400	El Solanillo	Almería	1
25402	Lucena II	Córdoba	1
25403	Los Carvajales	Málaga	1
25404	La Colonia	Granada	1
25405	Torrequebrada	Málaga	1
25407	Tomasa Morales	Cádiz	1
25408	La Lobilla	Málaga	1
25409	Carretera de la Sierra	Granada	1
25410	Realejo	Granada	1
25411	Úbeda Este	Jaén	1
25412	San Fernando Este II	Cádiz	1
25413	Venta de Agramaderos	Jaén	1
25414	Hortichuela	Jaén	1
25415	San José Escobar	Jaén	1
25416	Puente Genil II	Córdoba	1
25417	Alcalá la Real Norte	Jaén	1
25418	Lucano	Córdoba	1
25419	El Portil	Huelva	1
25424	Los Llanos de Don Juan	Córdoba	1
25425	Barrio Archilla-Cañada Sebastiana	Almería	1
25426	La Envía	Almería	1
25427	Los Chapatales	Sevilla	1
25428	Arroyo Frio	Jaén	1
25429	Aeropuerto Viejo	Sevilla	1
25430	Barbate I (Anexo Materno Infantil)	Cádiz	1
25431	Rinconcillo	Cádiz	1
25432	Virgen de la Estrella II	Sevilla	1
25433	Colonia Santa Inés-Teatinos	Málaga	1
25434	Alfaix	Almería	1
25435	El Consul	Málaga	1
25454	Las Palmeritas	Sevilla	1
25455	Fígares	Granada	1
25456	Las Veredas	Huelva	1
25457	Castillo de Castellar	Cádiz	1
25458	Casines	Cádiz	1
25459	El Mirador	Sevilla	1
25472	Alborán	Almería	1
25474	La Roca	Málaga	1
25475	Atalaya	Málaga	1
25478	Carlinda	Málaga	1
25479	Puerto Rey	Almería	1
25480	Trujillos	Granada	1
25481	Antequera Estación	Málaga	1
25482	Acebuche	Granada	1
25483	El Arroyo (próxima apertura)	Cádiz	1
25484	San Luis	Sevilla	1
25485	Alamillo	Sevilla	1
25486	El Santiscal	Cádiz	1
25487	La Cimada-Los Prados	Málaga	1
25515	Cuenca	Jaén	1
25518	SR ORIENTAL	Málaga	1
25519	SR OCCIDENTAL	Sevilla	1
25534	LAS NACIONES (Apertura prevista 04/2010)	Sevilla	1
25544	"Linares D ""Arrayanes"" (prox. apertura)"	Jaén	1
25545	Aeropuerto (Apertura prev 26-4-10)	Córdoba	1
25546	Costacabana (Próxima apertura)	Almería	1
